state,state_name,year,elec_price_cents_kwh,commercial_customers,gas_price_per_gallon,level2_ports,dcfast_ports,total_ports,chargers_per_100k,dcfast_share,charger_price_penalty,population,median_income,median_age,pct_drive_alone,pct_bachelors,pct_no_vehicle,ln_median_income,ln_population
VA,Virginia,2022,9.66,437391,3.973190348525469,3560,1560,5120,59.36568461678581,0.3046875,6.145516005878449,8624511.0,87249.0,38.7,0.7925623629274159,0.15840434315638302,0.006394681391211629,11.376521378680941,15.970118823622265
VT,Vermont,2018,15.24,57037,3.135388739946381,1026,99,1125,180.00662424377217,0.088,11.811458283712085,624977.0,60076.0,42.9,0.8457018132975151,0.15526011357217945,0.006893053664374849,11.003365706325472,13.345470128041402
VT,Vermont,2019,15.98,58320,2.9383378016085793,1221,99,1320,211.43240650122615,0.075,13.231064236622412,624313.0,61973.0,42.9,0.8456837446343606,0.1585999330464046,0.006749819401486113,11.034454085305622,13.344407124155154
VT,Vermont,2020,16.39,59554,2.474530831099196,1404,132,1536,246.01979690553225,0.0859375,15.010359786792693,624340.0,63477.0,42.8,0.8284903575109588,0.16647980267162124,0.006922510170740302,11.0584329145444,13.3444503707577
VT,Vermont,2021,16.59,60403,3.363270777479893,1596,156,1752,273.0515852421229,0.08904109589041095,16.458805620381128,641637.0,67674.0,42.7,0.8094328488955671,0.17143649758352464,0.006559783802991411,11.122457337867973,13.371778002200864
VT,Vermont,2022,17.29,61583,4.529490616621984,1596,156,1752,272.1274401381761,0.08904109589041095,15.73900752678867,643816.0,74014.0,42.9,0.7982299600137925,0.17336319693825564,0.006862209078370218,11.212009543481479,13.375168249976674
WA,Washington,2018,8.72,384366,3.557640750670241,8517,1003,9520,130.51222208573884,0.10535714285714286,14.96699794561225,7294336.0,70116.0,37.6,0.8187533551255702,0.15143544251320476,0.005196360573464123,11.157906292342437,15.802608714548908
WA,Washington,2019,8.75,389147,3.4691689008042896,8551,1003,9554,129.03649285457382,0.10498220640569395,14.747027754808437,7404107.0,73775.0,37.7,0.8157223457825329,0.1545824499835024,0.005080693728494199,11.20877519981114,15.817545404218858
WA,Washington,2020,8.92,389802,2.975871313672922,8551,1003,9554,127.17530131587968,0.10498220640569395,14.257320775322833,7512465.0,77006.0,37.8,0.794087985292432,0.15759793889222778,0.005179658074946106,11.251638619877976,15.832074198912917
WA,Washington,2021,9.14,394023,3.8351206434316354,8551,1003,9554,125.4239655607898,0.10498220640569395,13.722534525250524,7617364.0,82400.0,37.9,0.7693892150709174,0.1598420398447547,0.005119093691728529,11.319340715897564,15.845940936056106
WA,Washington,2022,9.49,398253,5.076407506702412,8551,1003,9554,124.26271849213683,0.10498220640569395,13.094069388001772,7688549.0,90325.0,38.0,0.7482045366877301,0.16185589764726738,0.00532142020555504,11.41116955601584,15.855242637072287
WI,Wisconsin,2018,10.67,354557,3.0053619302949066,1345,370,1715,29.679526871999382,0.21574344023323616,2.781586398500411,5778394.0,59209.0,39.3,0.8906686371810869,0.1319068931609717,0.006005647936087432,10.988828836344187,15.569636347368519
WI,Wisconsin,2019,10.72,356561,2.8646112600536195,1635,490,2125,36.69667101615759,0.23058823529411765,3.4231969231490287,5790716.0,61747.0,39.5,0.8903170951285385,0.1348406656448011,0.0059614389654060055,11.03080067031408,15.571766503389046
WI,Wisconsin,2020,10.75,360316,2.3498659517426277,2005,500,2505,43.1377782752638,0.1996007984031936,4.01281658374547,5806975.0,63293.0,39.6,0.8761152520427922,0.1388878030299769,0.006125047894988355,11.055530017499182,15.574570339195962
WI,Wisconsin,2021,10.95,361589,3.3203753351206435,2005,500,2505,42.662544721161524,0.1996007984031936,3.8961228055855277,5871661.0,67080.0,39.6,0.8581572297222664,0.14198197068938415,0.00583548675579193,11.113641215937145,15.585648116002325
WI,Wisconsin,2022,11.85,363517,4.371313672922252,2005,500,2505,42.586628512674324,0.1996007984031936,3.5938083133058503,5882128.0,72458.0,39.9,0.8435598364494701,0.14495298300207,0.006008029747057528,11.190762362632867,15.587429159164982
WV,West Virginia,2018,9.24,144478,3.057640750670241,272,104,376,20.55707485946287,0.2765957446808511,2.2247916514570205,1829054.0,44921.0,42.4,0.9173211576934069,0.08640094824975096,0.013128097912910171,10.712660670403343,14.419309451267404
WV,West Virginia,2019,9.16,145225,2.8498659517426277,276,116,392,21.570402326521965,0.29591836734693877,2.3548474155591665,1817305.0,46711.0,42.5,0.914575631027069,0.08760004512175996,0.013451787124340713,10.75173496195892,14.412865192399964
WV,West Virginia,2020,9.4,146769,2.396782841823056,322,116,438,24.233357271611673,0.2648401826484018,2.5780167310225184,1807426.0,48037.0,42.7,0.9066614640023549,0.09051435577445495,0.013019066894024984,10.779726826283932,14.407414291651383
WV,West Virginia,2021,9.5,148231,3.339142091152815,368,150,518,28.76101649649732,0.28957528957528955,3.0274754206839285,1801049.0,50884.0,42.6,0.8969894527032638,0.09215462766421124,0.012201222731863486,10.8373038112761,14.40387983089515
WV,West Virginia,2022,10.42,149706,4.289544235924933,480,208,688,38.37215074231707,0.3023255813953488,3.6825480558845554,1792967.0,55217.0,42.6,0.8861061064659708,0.09579540504649556,0.012200447637909678,10.91902615586634,14.399382347509922
WY,Wyoming,2018,9.58,58318,3.0241286863270775,74,56,130,22.3430657436116,0.4307692307692308,2.33226155987595,581836.0,62268.0,37.3,0.8763854792373988,0.11635065551117497,0.004346585635814903,11.03920292915574,13.273943900062594
WY,Wyoming,2019,9.64,58325,2.8860589812332442,84,65,149,25.644379578124138,0.436241610738255,2.660205350427815,581024.0,64049.0,37.7,0.8765703241676184,0.11749772814892329,0.004607382827559619,11.0674036944005,13.272547343070393
WY,Wyoming,2020,9.65,57958,2.4772117962466487,84,74,158,27.178213393698783,0.46835443037974683,2.81639517033148,581348.0,65304.0,38.0,0.8742311353728665,0.11937084156133676,0.004888638130689364,11.086808569131192,13.273104823822496
WY,Wyoming,2021,9.68,58019,3.4664879356568363,92,76,168,29.134244703376968,0.4523809523809524,3.009736023076133,576641.0,68002.0,38.2,0.8691565238990809,0.12106145764869304,0.005355151645477862,11.127292395490432,13.264975168144792
WY,Wyoming,2022,9.55,58407,4.32171581769437,110,95,205,35.47148525164856,0.4634146341463415,3.7142916493872833,577929.0,72495.0,38.5,0.8602836007098803,0.12339405013418603,0.00552490011748848,11.191272872947295,13.267206302739144
